,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049341882,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196
2,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049311056,0.049416394,0.049275196,0.049275196,0.049387192,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196
3,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049364912,0.04931486,0.049479392,0.049275196,0.049445441,0.049722091,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196,0.049275196
4,0.049275196,0.049275196,0.04932485,0.049419021,0.049799189,0.049886479,0.049275196,0.049275196,0.049275196,0.049284011,0.049478931,0.049589152,0.049636429,0.049822115,0.0495086,0.049623997,0.049674701,0.049921205,0.050246389,0.051473314,0.051399413,0.051888572,0.050932931,0.049341523,0.049275196,0.049275196,0.049275196,0.049275196
5,0.049275196,0.049275196,0.049292318,0.049370288,0.049510865,0.049415552,0.049955496,0.049977831,0.049133552,0.0487446,0.048688793,0.048294746,0.04664503,0.046575183,0.050120176,0.064975512,0.091695423,0.131186004,0.161940687,0.174522768,0.155406825,0.11966568,0.078228057,0.055495585,0.050050826,0.049275196,0.049275196,0.049275196
6,0.049275196,0.049275196,0.049275196,0.049399456,0.049808931,0.049567323,0.049436805,0.048289971,0.047057612,0.044821349,0.039637607,0.032447779,0.027871527,0.039869179,0.073451795,0.141047123,0.226892656,0.313262579,0.374724852,0.398757004,0.372740635,0.294103683,0.183251427,0.086900693,0.052468787,0.049275196,0.049275196,0.049275196
7,0.049275196,0.049275196,0.049376968,0.049399456,0.05029794,0.04915123,0.047771118,0.044669277,0.037714636,0.025896895,0.01467548,0.013193995,0.040278517,0.109133456,0.214853566,0.333778263,0.437708552,0.51642006,0.566441597,0.586502331,0.582476459,0.510643288,0.362548162,0.170548995,0.062478576,0.049250707,0.049275196,0.049275196
8,0.049275196,0.049275196,0.049675051,0.049779736,0.049767139,0.047075265,0.042983539,0.031141139,0.01559838,0.00324388,0.012799688,0.068834743,0.177043764,0.328111511,0.487865622,0.61075599,0.689353811,0.720307173,0.72240019,0.713739657,0.721284964,0.693360289,0.560608738,0.30438193,0.083342185,0.049149046,0.049275196,0.049275196
9,0.049275196,0.049275196,0.049368437,0.049631091,0.047916588,0.042638653,0.030133837,0.010593456,0.002620804,0.028874416,0.122210789,0.280697505,0.477590753,0.66558122,0.80703442,0.872223772,0.860728343,0.803112046,0.742133169,0.727582211,0.771704241,0.816482295,0.729691185,0.463332908,0.115542701,0.049855031,0.049275196,0.049275196
10,0.049275196,0.049275196,0.049275196,0.049794737,0.047247604,0.03713352,0.01814812,0.019014711,0.069174346,0.193064575,0.385005558,0.610883112,0.823099675,0.948413719,0.968176086,0.89773252,0.775757096,0.659238294,0.591817124,0.615145222,0.742197477,0.874748659,0.843179166,0.594031859,0.14906797,0.050207951,0.049275196,0.049275196
